,listingId,priceAmt,priceAvgNightly,priceFees,priceRent,lat,lng,city,state,country,reviewCount,reviewAverage,bathrooms,bedrooms,listingUrl,bookWithConfidence,CrimeScore
0,v1461213,1996,249.5,,1996,33.76893,-84.366516,Atlanta,GA,US,0,0,2,2,https://www.vrbo.com/1461213?unitId=2019799,TRUE,9.551048015
0,4539280,1468,183.5,,1468,33.75807,-84.38822,Atlanta,GA,US,0,0,1,0,https://www.homeaway.com/vacation-rental/p4539280?uni_id=5930508,TRUE,56.73001359
0,7564961,1175,146.88,,1175,33.7708439,-84.3629247,Atlanta,GA,US,0,0,2,2,https://www.homeaway.com/vacation-rental/p7564961?uni_id=6990228,TRUE,5.57739519
0,7586897,870,108.75,,870,33.7607385,-84.34831,Atlanta,GA,US,0,0,1,1,https://www.homeaway.com/vacation-rental/p7586897?uni_id=7027296,TRUE,15.41341711
0,7620561,1440,180,,1440,33.745251,-84.372452,Atlanta,GA,US,0,0,2,3,https://www.homeaway.com/vacation-rental/p7620561?uni_id=7068285,TRUE,11.7165243
0,7508911,2190.1,273.76,,2190.1,33.76630458,-84.3795385,Atlanta,GA,US,0,0,2,2,https://www.homeaway.com/vacation-rental/p7508911?uni_id=6921408,TRUE,16.57886897
0,4538978,1322,165.25,,1322,33.79022,-84.38789,Atlanta,GA,US,0,0,1,0,https://www.homeaway.com/vacation-rental/p4538978?uni_id=5930432,TRUE,18.45339947
0,7631430,2933.14,366.64,,2933.14,33.859955,-84.363625,Atlanta,GA,US,0,0,6,6,https://www.homeaway.com/vacation-rental/p7631430?uni_id=7079594,TRUE,3.297299439
0,7469409,1555.84,194.48,,1555.84,33.77876893,-84.38812501,Atlanta,GA,US,3,5,2,2,https://www.homeaway.com/vacation-rental/p7469409?uni_id=6867030,TRUE,48.97199467
0,7482962,19449.1,2431.14,,19449.1,33.84348688,-84.39096981,Atlanta,GA,US,0,0,4,5,https://www.homeaway.com/vacation-rental/p7482962?uni_id=6887526,TRUE,3.565217456
0,7567034,1901.9,237.74,,1901.9,33.84246604,-84.37236766,Atlanta,GA,US,0,0,1,1,https://www.homeaway.com/vacation-rental/p7567034?uni_id=6992318,TRUE,27.19915338
0,7631425,954,119.25,,954,33.859955,-84.363625,Atlanta,GA,US,0,0,1,1,https://www.homeaway.com/vacation-rental/p7631425?uni_id=7079589,TRUE,3.297299439
0,7631516,1924,240.5,,1924,33.859955,-84.363625,Atlanta,GA,US,0,0,1,2,https://www.homeaway.com/vacation-rental/p7631516?uni_id=7079680,TRUE,3.297299439
0,7671346,175632,21954,,175632,33.761196,-84.345879,Atlanta,GA,US,0,0,4,3,https://www.homeaway.com/vacation-rental/p7671346?uni_id=7133983,TRUE,13.51521836
0,4491552,965,120.63,,965,33.7590875,-84.3517922,Atlanta,GA,US,5,3.2,1,2,https://www.homeaway.com/vacation-rental/p4491552?uni_id=5083710,TRUE,6.279582235
0,7567036,1378.3,172.29,,1378.3,33.82829816,-84.35172079,Atlanta,GA,US,0,0,1,1,https://www.homeaway.com/vacation-rental/p7567036?uni_id=6992320,TRUE,5.071425814
0,7482951,1072.72,134.09,,1072.72,33.78176997,-84.38507354,Atlanta,GA,US,0,0,1,1,https://www.homeaway.com/vacation-rental/p7482951?uni_id=6887515,TRUE,59.44580808
0,7439722,2540.3,317.54,,2540.3,33.8320631,-84.3673689,Atlanta,GA,US,0,0,2,3,https://www.homeaway.com/vacation-rental/p7439722?uni_id=6826505,TRUE,6.878927128
0,7631427,3024.28,378.04,,3024.28,33.859955,-84.363625,Atlanta,GA,US,0,0,6,7,https://www.homeaway.com/vacation-rental/p7631427?uni_id=7079591,TRUE,3.297299439
0,v1461208,1844,230.5,,1844,33.818559,-84.366248,Atlanta,GA,US,0,0,2,2,https://www.vrbo.com/1461208?unitId=2019794,TRUE,47.62792012
0,7462392,866.4,108.3,,866.4,33.8320631,-84.3673689,Atlanta,GA,US,0,0,1,1,https://www.homeaway.com/vacation-rental/p7462392?uni_id=6859735,TRUE,6.878927128
0,7606220,1532,191.5,,1532,33.7718022,-84.3805709,Atlanta,GA,US,0,0,1,1,https://www.homeaway.com/vacation-rental/p7606220?uni_id=7051075,TRUE,42.98561499
0,7384322,1486,185.75,,1486,33.760714,-84.374001,Atlanta,GA,US,0,0,1,1,https://www.homeaway.com/vacation-rental/p7384322?uni_id=6752677,TRUE,5.105155481
0,7384313,1486,185.75,,1486,33.760714,-84.374001,Atlanta,GA,US,0,0,1,1,https://www.homeaway.com/vacation-rental/p7384313?uni_id=6752667,TRUE,5.105155481
0,v1461211,1618,202.25,,1618,33.820081,-84.365859,Atlanta,GA,US,0,0,1,2,https://www.vrbo.com/1461211?unitId=2019797,TRUE,46.80713031
0,v1461224,1996,249.5,,1996,33.770757,-84.366168,Atlanta,GA,US,1,1,2,2,https://www.vrbo.com/1461224?unitId=2019810,TRUE,16.08943441
0,7380036,2200,275,,2200,33.7483897,-84.3679772,Atlanta,GA,US,0,0,1,2,https://www.homeaway.com/vacation-rental/p7380036?uni_id=6746800,TRUE,6.865577761
0,4538699,1672,209,,1672,33.84797,-84.35912,Atlanta,GA,US,0,0,1,0,https://www.homeaway.com/vacation-rental/p4538699?uni_id=5665718,TRUE,10.38100061
0,4555247,1102,137.75,,1102,33.7720022,-84.3828867,Atlanta,GA,US,8,4.625,1,1,https://www.homeaway.com/vacation-rental/p4555247?uni_id=5164360,TRUE,55.81528877
0,v1461216,1496,187,,1496,33.76893,-84.366516,Atlanta,GA,US,0,0,1,1,https://www.vrbo.com/1461216?unitId=2019802,TRUE,9.551048015
0,v1053650,12000,1500,,12000,33.6784249,-84.488593,Atlanta,GA,US,0,0,2,2,https://www.vrbo.com/1053650?unitId=1601774,TRUE,3.446993824
0,4167736,971.43,121.43,,971.43,33.822336,-84.411164,Atlanta,GA,US,8,4.625,1,2,https://www.homeaway.com/vacation-rental/p4167736?uni_id=4569883,TRUE,4.241072217
0,7564962,1190,148.75,,1190,33.7708439,-84.3629247,Atlanta,GA,US,0,0,2,2,https://www.homeaway.com/vacation-rental/p7564962?uni_id=6990229,TRUE,5.57739519
0,4591098,1354.97,169.37,,1354.97,33.75943,-84.38759,Atlanta,GA,US,0,0,1,0,https://www.homeaway.com/vacation-rental/p4591098?uni_id=6850221,TRUE,79.13616652
0,7488763,2076,259.5,,2076,33.7750428,-84.3779328,Atlanta,GA,US,0,0,1,1,https://www.homeaway.com/vacation-rental/p7488763?uni_id=6893738,TRUE,13.22599621
0,v1539218,1189.8,148.73,,1189.8,33.770962,-84.367996,Atlanta,GA,US,0,0,1,1,https://www.vrbo.com/1539218?unitId=2098927,TRUE,10.05240137
0,4617299,4000,500,,4000,33.7204595,-84.4991304,Atlanta,GA,US,6,5,3,4,https://www.homeaway.com/vacation-rental/p4617299?uni_id=5355297,TRUE,3.710109512
0,7606223,1486,185.75,,1486,33.760714,-84.374001,Atlanta,GA,US,0,0,1,1,https://www.homeaway.com/vacation-rental/p7606223?uni_id=7051078,TRUE,5.105155481
0,7606176,1716,214.5,,1716,33.771865,-84.3817408,Atlanta,GA,US,0,0,2,2,https://www.homeaway.com/vacation-rental/p7606176?uni_id=7051031,TRUE,54.39899055
0,7384309,1486,185.75,,1486,33.760714,-84.374001,Atlanta,GA,US,0,0,1,1,https://www.homeaway.com/vacation-rental/p7384309?uni_id=6752663,TRUE,5.105155481
0,7384304,1486,185.75,,1486,33.760714,-84.374001,Atlanta,GA,US,0,0,1,1,https://www.homeaway.com/vacation-rental/p7384304?uni_id=6752658,TRUE,5.105155481
0,7606205,1486,185.75,,1486,33.76098,-84.3738,Atlanta,GA,US,0,0,1,1,https://www.homeaway.com/vacation-rental/p7606205?uni_id=7051060,TRUE,8.991179582
0,7384300,1486,185.75,,1486,33.760714,-84.374001,Atlanta,GA,US,0,0,1,1,https://www.homeaway.com/vacation-rental/p7384300?uni_id=6752654,TRUE,5.105155481
0,7384318,1486,185.75,,1486,33.760714,-84.374001,Atlanta,GA,US,0,0,1,1,https://www.homeaway.com/vacation-rental/p7384318?uni_id=6752673,TRUE,5.105155481
0,7384314,1486,185.75,,1486,33.76098,-84.3738,Atlanta,GA,US,0,0,1,1,https://www.homeaway.com/vacation-rental/p7384314?uni_id=6752669,TRUE,8.991179582
0,7384305,1486,185.75,,1486,33.760714,-84.374001,Atlanta,GA,US,0,0,1,1,https://www.homeaway.com/vacation-rental/p7384305?uni_id=6752659,TRUE,5.105155481
0,7606181,1486,185.75,,1486,33.76098,-84.3738,Atlanta,GA,US,0,0,1,1,https://www.homeaway.com/vacation-rental/p7606181?uni_id=7051036,TRUE,8.991179582
0,7671348,2016.9,252.11,,2016.9,33.755081,-84.349548,Atlanta,GA,US,0,0,4,3,https://www.homeaway.com/vacation-rental/p7671348?uni_id=7133985,TRUE,17.22323822
0,7673006,1695.6,211.95,,1695.6,33.735413,-84.380714,Atlanta,GA,US,0,0,2,3,https://www.homeaway.com/vacation-rental/p7673006?uni_id=7135723,TRUE,1.792982609
0,7384303,1486,185.75,,1486,33.760714,-84.374001,Atlanta,GA,US,0,0,1,1,https://www.homeaway.com/vacation-rental/p7384303?uni_id=6752657,TRUE,5.105155481
0,7606226,1486,185.75,,1486,33.76098,-84.3738,Atlanta,GA,US,0,0,1,1,https://www.homeaway.com/vacation-rental/p7606226?uni_id=7051081,TRUE,8.991179582
0,7606225,1486,185.75,,1486,33.76098,-84.3738,Atlanta,GA,US,0,0,1,1,https://www.homeaway.com/vacation-rental/p7606225?uni_id=7051080,TRUE,8.991179582
0,v1461219,1921,240.13,,1921,33.765381,-84.36555,Atlanta,GA,US,0,0,1,2,https://www.vrbo.com/1461219?unitId=2019805,TRUE,9.26814065
0,4963376,3252,406.5,,3252,33.77345,-84.36136,Atlanta,GA,US,0,0,1,0,https://www.homeaway.com/vacation-rental/p4963376?uni_id=6161430,TRUE,19.76598583
0,7345426,1919.52,239.94,,1919.52,33.79331,-84.38803,Atlanta,GA,US,0,0,1,0,https://www.homeaway.com/vacation-rental/p7345426?uni_id=7021141,TRUE,9.999663955
0,7635336,1666,208.25,,1666,33.78588,-84.38596,Atlanta,GA,US,0,0,1,0,https://www.homeaway.com/vacation-rental/p7635336?uni_id=7085589,TRUE,38.86261202
0,4304915,2400,300,,2400,33.75723573,-84.41532721,Atlanta,GA,US,6,4.5,3,3,https://www.homeaway.com/vacation-rental/p4304915?uni_id=4714847,TRUE,94.27687868
0,4539369,967.04,120.88,,967.04,33.78153,-84.39056,Atlanta,GA,US,0,0,1,0,https://www.homeaway.com/vacation-rental/p4539369?uni_id=5933941,TRUE,19.61030495
0,7606177,1716,214.5,,1716,33.7718022,-84.3805709,Atlanta,GA,US,0,0,2,2,https://www.homeaway.com/vacation-rental/p7606177?uni_id=7051032,TRUE,42.98561499
0,v1461210,1214,151.75,,1214,33.820081,-84.365859,Atlanta,GA,US,0,0,1,1,https://www.vrbo.com/1461210?unitId=2019796,TRUE,46.80713031
0,7571807,1045,130.63,,1045,33.792672,-84.3955637,Atlanta,GA,US,0,0,1,1,https://www.homeaway.com/vacation-rental/p7571807?uni_id=7000554,TRUE,32.05397591
0,7561426,1149,143.63,,1149,33.75011,-84.42833,Atlanta,GA,US,0,0,2,3,https://www.homeaway.com/vacation-rental/p7561426?uni_id=6986639,TRUE,3.82464499
0,v1321736,28571.36,3571.42,,28571.36,33.82760467,-84.39416267,Atlanta,GA,US,0,0,7,5,https://www.vrbo.com/1321736?unitId=1880021,TRUE,3.002068844
0,v850114,880,110,,880,33.83925747,-84.37989103,Atlanta,GA,US,16,4.9375,1,1,https://www.vrbo.com/850114?unitId=1398053,TRUE,34.52851318
0,7511825,1220,152.5,,1220,33.7337547,-84.3663011,Atlanta,GA,US,0,0,2,3,https://www.homeaway.com/vacation-rental/p7511825?uni_id=6924344,TRUE,5.086633899
0,v1481901,1216,152,,1216,33.68561446,-84.53006979,Atlanta,GA,US,0,0,2,3,https://www.vrbo.com/1481901?unitId=2040529,TRUE,7.349767878
0,4961337,1243,155.38,,1243,33.78604,-84.39206,Atlanta,GA,US,0,0,1,0,https://www.homeaway.com/vacation-rental/p4961337?uni_id=6156639,TRUE,6.443024657
0,4547214,1512,189,,1512,33.75815368,-84.38549405,Atlanta,GA,US,4,2.25,2,2,https://www.homeaway.com/vacation-rental/p4547214?uni_id=5155866,TRUE,78.17386237
0,7590153,10792.8,1349.1,,10792.8,33.74276619,-84.47537924,Atlanta,GA,US,2,5,5,6,https://www.homeaway.com/vacation-rental/p7590153?uni_id=7031863,TRUE,4.253527665
0,263752,800.32,100.04,,800.32,33.8012521,-84.3950213,Atlanta,GA,US,53,4.5686274,1,1,https://www.homeaway.com/vacation-rental/p263752?uni_id=3047661,TRUE,13.16673852
0,v1471889,1386,173.25,,1386,33.75957321,-84.43511271,Atlanta,GA,US,1,5,3,3,https://www.vrbo.com/1471889?unitId=2030506,TRUE,11.10719531
0,v1419601,1032.3,129.04,,1032.3,33.76175942,-84.383756,Atlanta,GA,US,1,5,1,1,https://www.vrbo.com/1419601?unitId=1978083,TRUE,71.39392842
0,v1483439,2400,300,,2400,33.71870753,-84.52725078,Atlanta,GA,US,0,0,2,3,https://www.vrbo.com/1483439?unitId=2042067,TRUE,5
0,v453139,1700,212.5,,1700,33.7539019,-84.37398,Atlanta,GA,US,70,4.75,2,2,https://www.vrbo.com/453139?unitId=1036250,TRUE,30.69379813
0,4360923,1080.08,135.01,,1080.08,33.7624378,-84.3585321,Atlanta,GA,US,5,4.5,1,1,https://www.homeaway.com/vacation-rental/p4360923?uni_id=4775073,TRUE,21.30021792
0,4495495,1135,141.88,,1135,33.7669855,-84.3467281,Atlanta,GA,US,2,4.5,1,2,https://www.homeaway.com/vacation-rental/p4495495?uni_id=5087779,TRUE,16.85429864
0,7671352,848,106,,848,33.766533,-84.333275,Atlanta,GA,US,0,0,1,1,https://www.homeaway.com/vacation-rental/p7671352?uni_id=7133989,TRUE,9.749982578
0,4893463,1034.4,129.3,,1034.4,33.76365,-84.38648,Atlanta,GA,US,0,0,1,0,https://www.homeaway.com/vacation-rental/p4893463?uni_id=5961921,TRUE,67.71516471
0,v1461221,1496,187,,1496,33.770757,-84.366168,Atlanta,GA,US,0,0,1,1,https://www.vrbo.com/1461221?unitId=2019807,TRUE,16.08943441
0,v1461207,1383,172.88,,1383,33.818559,-84.366248,Atlanta,GA,US,0,0,1,1,https://www.vrbo.com/1461207?unitId=2019793,TRUE,47.62792012
0,v1324336,1000,125,,1000,33.76230027,-84.38692207,Atlanta,GA,US,0,0,1,1,https://www.vrbo.com/1324336?unitId=1882623,TRUE,101.8880998
0,v1563690,674.5,84.31,,674.5,33.7674935,-84.34190233,Atlanta,GA,US,0,0,1,1,https://www.vrbo.com/1563690?unitId=2124778,TRUE,5.882773558
0,v1461212,1618,202.25,,1618,33.820081,-84.365859,Atlanta,GA,US,0,0,2,2,https://www.vrbo.com/1461212?unitId=2019798,TRUE,46.80713031
0,7486098,918,114.75,,918,33.73973908,-84.48636532,Atlanta,GA,US,0,0,2,3,https://www.homeaway.com/vacation-rental/p7486098?uni_id=6890878,TRUE,3.66666699
0,v1601598,798,99.75,,798,33.79475603,-84.40845396,Atlanta,GA,US,0,0,1,1,https://www.vrbo.com/1601598?unitId=2162893,TRUE,11.07415376
0,v1426513,1000,125,,1000,33.76256,-84.387878,Atlanta,GA,US,1,5,1,1,https://www.vrbo.com/1426513?unitId=1985024,TRUE,76.97140024
0,4594634,1104,138,,1104,33.76152,-84.38388,Atlanta,GA,US,6,4.3333335,1,0,https://www.homeaway.com/vacation-rental/p4594634?uni_id=5266261,TRUE,84.88824501
0,v1293002,2232,279,,2232,33.76999679,-84.34153663,Atlanta,GA,US,1,5,2,3,https://www.vrbo.com/1293002?unitId=1844150,TRUE,6.818760202
0,4242594,1146.32,143.29,,1146.32,33.799031,-84.393644,Atlanta,GA,US,10,4.6,1,2,https://www.homeaway.com/vacation-rental/p4242594?uni_id=4649201,TRUE,12.79471842
0,v1551634,7600,950,,7600,33.75022122,-84.41383251,Atlanta,GA,US,0,0,1,2,https://www.vrbo.com/1551634?unitId=2111395,TRUE,7.374396981
0,7564938,10360,1295,,10360,33.74938108,-84.36854376,Atlanta,GA,US,1,5,3,3,https://www.homeaway.com/vacation-rental/p7564938?uni_id=6990205,TRUE,10.92896076
0,v1529799,1000,125,,1000,33.7519556,-84.4183539,Atlanta,GA,US,0,0,1,2,https://www.vrbo.com/1529799?unitId=2088598,TRUE,19.60940318
0,7561988,52000,6500,,52000,33.78865957,-84.39677656,Atlanta,GA,US,0,0,1,4,https://www.homeaway.com/vacation-rental/p7561988?uni_id=6987224,TRUE,12.64222414
0,7487062,5312.4,664.05,,5312.4,33.76819406,-84.36808988,Atlanta,GA,US,0,0,3,3,https://www.homeaway.com/vacation-rental/p7487062?uni_id=6891879,TRUE,10.54347631
0,v1514109,8000,1000,,8000,33.79053909,-84.38186067,Atlanta,GA,US,0,0,3,1,https://www.vrbo.com/1514109?unitId=2072905,TRUE,7.715737039
0,v1545777,52000,6500,,52000,33.86854139,-84.36686949,Atlanta,GA,US,0,0,6,6,https://www.vrbo.com/1545777?unitId=2105524,TRUE,6
0,7563691,1656,207,,1656,33.66793656,-84.38557215,Atlanta,GA,US,0,0,2,3,https://www.homeaway.com/vacation-rental/p7563691?uni_id=6988941,TRUE,8.157586276
0,7613990,1450,181.25,,1450,33.72703996,-84.41058795,Atlanta,GA,US,0,0,2,3,https://www.homeaway.com/vacation-rental/p7613990?uni_id=7060122,TRUE,12.33532467
0,v1534347,20000,2500,,20000,33.78133367,-84.41096404,Atlanta,GA,US,0,0,2,2,https://www.vrbo.com/1534347?unitId=2093152,TRUE,36.37751319
0,v1552350,1889.68,236.21,,1889.68,33.71294833,-84.41680395,Atlanta,GA,US,0,0,1,3,https://www.vrbo.com/1552350?unitId=2112111,TRUE,4.07779272
0,7517081,885,110.63,,885,33.80618509,-84.41297342,Atlanta,GA,US,0,0,1,0,https://www.homeaway.com/vacation-rental/p7517081?uni_id=6929676,TRUE,69.94588048
0,7593768,13600,1700,,13600,33.85082909,-84.36637155,Atlanta,GA,US,0,0,1,1,https://www.homeaway.com/vacation-rental/p7593768?uni_id=7036624,TRUE,21.60141716
0,7555164,4000,500,,4000,33.76612331,-84.38754676,Atlanta,GA,US,1,5,1,1,https://www.homeaway.com/vacation-rental/p7555164?uni_id=6979659,TRUE,24.68737196
0,v1486553,10800,1350,,10800,33.75753524,-84.5241355,Atlanta,GA,US,0,0,2,3,https://www.vrbo.com/1486553?unitId=2045184,TRUE,0.216632878
0,v1551373,1014,126.75,,1014,33.71392814,-84.42283442,Atlanta,GA,US,0,0,1,2,https://www.vrbo.com/1551373?unitId=2111131,TRUE,11.40330352
0,v1455884,1344,168,,1344,33.85421757,-84.36267115,Atlanta,GA,US,0,0,2,3,https://www.vrbo.com/1455884?unitId=2014469,TRUE,36.05569796
0,7610573,1160,145,,1160,33.84473,-84.37197638,Atlanta,GA,US,0,0,1,1,https://www.homeaway.com/vacation-rental/p7610573?uni_id=7055486,TRUE,34.33307558
0,7635697,1480,185,,1480,33.66070195,-84.51847564,Atlanta,GA,US,0,0,2,4,https://www.homeaway.com/vacation-rental/p7635697?uni_id=7086379,TRUE,5.835005604
0,7665413,2000,250,,2000,33.79118357,-84.39797948,Atlanta,GA,US,0,0,1,1,https://www.homeaway.com/vacation-rental/p7665413?uni_id=7126703,TRUE,41.89378531
0,7560159,3870,483.75,,3870,33.75784498,-84.37020862,Atlanta,GA,US,0,0,3,4,https://www.homeaway.com/vacation-rental/p7560159?uni_id=6985368,TRUE,7.893663683
0,7596158,673.2,84.15,,673.2,33.71861707,-84.41314989,Atlanta,GA,US,0,0,1,2,https://www.homeaway.com/vacation-rental/p7596158?uni_id=7039584,TRUE,7.750161931
0,7586575,912,114,,912,33.739775,-84.4171237,Atlanta,GA,US,0,0,2,2,https://www.homeaway.com/vacation-rental/p7586575?uni_id=7026974,TRUE,50.49556447
0,v1544524,1275,159.38,,1275,33.77781558,-84.37793542,Atlanta,GA,US,1,5,2,2,https://www.vrbo.com/1544524?unitId=2104258,TRUE,7.989814948
0,7480207,800,100,,800,33.82203387,-84.36833263,Atlanta,GA,US,0,0,1,1,https://www.homeaway.com/vacation-rental/p7480207?uni_id=6883208,TRUE,32.20717642
0,7561634,1400,175,,1400,33.76324388,-84.44786418,Atlanta,GA,US,0,0,2,3,https://www.homeaway.com/vacation-rental/p7561634?uni_id=6986847,TRUE,4.981606036
0,v1146014,1600,200,,1600,33.84835633,-84.37202614,Atlanta,GA,US,0,0,2,2,https://www.vrbo.com/1146014?unitId=1694225,TRUE,21.58349916
0,7600148,2133,266.63,,2133,33.7568835,-84.37168164,Atlanta,GA,US,0,0,2,3,https://www.homeaway.com/vacation-rental/p7600148?uni_id=7044898,TRUE,7.569130321
0,4771698,11960,1495,,11960,33.86675032,-84.42547791,Atlanta,GA,US,0,0,8,7,https://www.homeaway.com/vacation-rental/p4771698?uni_id=5756386,TRUE,3.585987439
0,7644476,1440,180,,1440,33.77583898,-84.38991511,Atlanta,GA,US,0,0,1,1,https://www.homeaway.com/vacation-rental/p7644476?uni_id=7101802,TRUE,12.84493397
0,7558881,9600,1200,,9600,33.74214397,-84.39282006,Atlanta,GA,US,0,0,2,2,https://www.homeaway.com/vacation-rental/p7558881?uni_id=6984085,TRUE,9.211003906
0,v1506080,2443.75,305.47,,2443.75,33.76007389,-84.36201051,Atlanta,GA,US,0,0,2,3,https://www.vrbo.com/1506080?unitId=2064869,TRUE,11.23224575
0,7598325,928.2,116.03,,928.2,33.69393868,-84.3745293,Atlanta,GA,US,0,0,2,4,https://www.homeaway.com/vacation-rental/p7598325?uni_id=7042871,TRUE,6.098463526
0,7553430,2800,350,,2800,33.75235362,-84.39134346,Atlanta,GA,US,0,0,2,2,https://www.homeaway.com/vacation-rental/p7553430?uni_id=6977374,TRUE,39.3294668
0,7518659,1140,142.5,,1140,33.74664751,-84.40313581,Atlanta,GA,US,0,0,1,2,https://www.homeaway.com/vacation-rental/p7518659?uni_id=6931275,TRUE,35.98064046
0,v1539928,12960,1620,,12960,33.7500229,-84.400153,Atlanta,GA,US,0,0,2,2,https://www.vrbo.com/1539928?unitId=2099638,TRUE,24.36325371
0,7606972,1341.4,167.68,,1341.4,33.73309367,-84.38443977,Atlanta,GA,US,1,5,1,1,https://www.homeaway.com/vacation-rental/p7606972?uni_id=7051828,TRUE,9.63383591
0,7616337,828.24,103.53,,828.24,33.82065791,-84.36257614,Atlanta,GA,US,0,0,1,1,https://www.homeaway.com/vacation-rental/p7616337?uni_id=7062823,TRUE,46.28944778
0,4599320,1081.2,135.15,,1081.2,33.75854,-84.3876,Atlanta,GA,US,3,4.6666665,1,0,https://www.homeaway.com/vacation-rental/p4599320?uni_id=5305891,TRUE,79.25397917
0,v1553109,16800,2100,,16800,33.75746333,-84.40864258,Atlanta,GA,US,0,0,3,3,https://www.vrbo.com/1553109?unitId=2112871,TRUE,15.50496436
0,v1527463,12000,1500,,12000,33.76577188,-84.41841242,Atlanta,GA,US,0,0,2,3,https://www.vrbo.com/1527463?unitId=2086262,TRUE,13.03523723
0,v1284666,680,85,,680,33.79564246,-84.41060667,Atlanta,GA,US,1,5,1,1,https://www.vrbo.com/1284666?unitId=1835805,TRUE,5.886853191
0,v1550653,16800,2100,,16800,33.7570327,-84.4064942,Atlanta,GA,US,0,0,2,3,https://www.vrbo.com/1550653?unitId=2110411,TRUE,23.86973547
0,v1548878,10400,1300,,10400,33.71708231,-84.45502905,Atlanta,GA,US,0,0,2,3,https://www.vrbo.com/1548878?unitId=2108626,TRUE,5.673047339
0,v1543842,79984,9998,,79984,33.80900238,-84.39872968,Atlanta,GA,US,0,0,4,5,https://www.vrbo.com/1543842?unitId=2103576,TRUE,8.36271968
0,v1444069,16800,2100,,16800,33.74194971,-84.3699881,Atlanta,GA,US,0,0,2,2,https://www.vrbo.com/1444069?unitId=2002642,TRUE,9.713706334
0,v1537249,2600,325,,2600,33.8708383,-84.3772348,Atlanta,GA,US,0,0,2,3,https://www.vrbo.com/1537249?unitId=2096940,TRUE,4.182491713
0,v1462580,4800,600,,4800,33.7625252,-84.3880022,Atlanta,GA,US,0,0,1,1,https://www.vrbo.com/1462580?unitId=2021169,TRUE,73.91704882
0,7566929,1600,200,,1600,33.71329781,-84.44653812,Atlanta,GA,US,1,5,1,1,https://www.homeaway.com/vacation-rental/p7566929?uni_id=6992212,TRUE,11.92195883
0,v1551156,1178,147.25,,1178,33.72229723,-84.38788571,Atlanta,GA,US,0,0,2,5,https://www.vrbo.com/1551156?unitId=2110914,TRUE,3.46445524
0,v1532007,1555.2,194.4,,1555.2,33.7208857,-84.3532396,Atlanta,GA,US,1,5,1,2,https://www.vrbo.com/1532007?unitId=2090809,TRUE,22.42452869
0,v1561826,488,61,,488,33.7380758,-84.35424638,Atlanta,GA,US,0,0,1,1,https://www.vrbo.com/1561826?unitId=2122895,TRUE,6.090943168
0,v1559145,1080,135,,1080,33.76549265,-84.38108848,Atlanta,GA,US,0,0,1,1,https://www.vrbo.com/1559145?unitId=2118950,TRUE,21.56002407
0,7582746,1200,150,,1200,33.75362824,-84.42023929,Atlanta,GA,US,0,0,2,2,https://www.homeaway.com/vacation-rental/p7582746?uni_id=7020087,TRUE,13.89161015
0,v1493905,1089,136.13,,1089,33.74454434,-84.3493093,Atlanta,GA,US,0,0,2,3,https://www.vrbo.com/1493905?unitId=2052596,TRUE,10.88544842
0,7566135,3600,450,,3600,33.73234763,-84.37511655,Atlanta,GA,US,1,5,2,3,https://www.homeaway.com/vacation-rental/p7566135?uni_id=6991417,TRUE,6.023399566
0,v1543930,3992,499,,3992,33.73348031,-84.3878553,Atlanta,GA,US,0,0,2,3,https://www.vrbo.com/1543930?unitId=2103664,TRUE,9.471034608
0,v1591345,1600,200,,1600,33.78911291,-84.3971068,Atlanta,GA,US,0,0,1,2,https://www.vrbo.com/1591345?unitId=2152635,TRUE,17.55945667
0,v1536407,6600,825,,6600,33.8034516,-84.3902807,Atlanta,GA,US,0,0,3,5,https://www.vrbo.com/1536407?unitId=2096089,TRUE,14.85128818
0,7081231,3600,450,,3600,33.8238199,-84.36800643,Atlanta,GA,US,0,0,2,2,https://www.homeaway.com/vacation-rental/p7081231?uni_id=6247833,TRUE,46.19877084
0,v1442435,1026,128.25,,1026,33.78570845,-84.35776359,Atlanta,GA,US,0,0,2,3,https://www.vrbo.com/1442435?unitId=2001008,TRUE,3.382282278
0,7472068,16000,2000,,16000,33.6995122,-84.51223537,Atlanta,GA,US,0,0,2,3,https://www.homeaway.com/vacation-rental/p7472068?uni_id=6870685,TRUE,6.214984795
0,v1603299,674.5,84.31,,674.5,33.76564419,-84.342141,Atlanta,GA,US,0,0,1,1,https://www.vrbo.com/1603299?unitId=2164594,TRUE,8.697202183
0,7683244,745,93.13,,745,33.79677856,-84.39056187,Atlanta,GA,US,0,0,1,1,https://www.homeaway.com/vacation-rental/p7683244?uni_id=7147002,TRUE,11.28440711
0,4648196,921.44,115.18,,921.44,33.6950751,-84.5051565,Atlanta,GA,US,0,0,1,3,https://www.homeaway.com/vacation-rental/p4648196?uni_id=5406671,TRUE,5.396159062
0,7567032,2258,282.25,,2258,33.7396714,-84.4376315,Atlanta,GA,US,0,0,3,3,https://www.homeaway.com/vacation-rental/p7567032?uni_id=6992315,TRUE,18.0840852
0,v1570005,1850,231.25,,1850,33.75130961,-84.41635856,Atlanta,GA,US,0,0,2,3,https://www.vrbo.com/1570005?unitId=2131181,TRUE,14.06012317
0,v1547163,3000,375,,3000,33.7339362,-84.358826,Atlanta,GA,US,0,0,2,3,https://www.vrbo.com/1547163?unitId=2106910,TRUE,10.46263805
